From-To,Times
Social Work-Substance Abuse,3
Social Work-Surgery,1
Social Work-Water Resources,1
Sociology-Arts & Humanities - Other Topics,4
Sociology-Behavioral Sciences,4
Sociology-Biodiversity & Conservation,1
Sociology-Business & Economics,22
Sociology-Chemistry,1
Sociology-Communication,15
Sociology-Computer Science,1
Sociology-Criminology & Penology,5
Sociology-Cultural Studies,5
Sociology-Demography,6
Sociology-Education & Educational Research,16
Sociology-Engineering,2
Sociology-Environmental Sciences & Ecology,9
Sociology-Ethnic Studies,2
Sociology-Family Studies,10
"Sociology-Film, Radio & Television",1
Sociology-Food Science & Technology,2
Sociology-General & Internal Medicine,1
Sociology-Geography,3
Sociology-Geology,1
Sociology-Geriatrics & Gerontology,4
Sociology-Government & Law,2
Sociology-Health Care Sciences & Services,6
Sociology-History,2
Sociology-History & Philosophy of Science,3
Sociology-Information Science & Library Science,1
Sociology-International Relations,2
Sociology-Life Sciences & Biomedicine - Other Topics,3
Sociology-Linguistics,1
Sociology-Literature,1
Sociology-Medical Laboratory Technology,1
Sociology-Neurosciences & Neurology,2
Sociology-Nursing,1
Sociology-Nutrition & Dietetics,2
Sociology-Obstetrics & Gynecology,1
Sociology-Optics,1
Sociology-Pediatrics,1
Sociology-Physical Geography,1
Sociology-Physiology,1
Sociology-Psychiatry,1
Sociology-Psychology,7
Sociology-Public Administration,9
"Sociology-Public, Environmental & Occupational Health",25
Sociology-Rehabilitation,2
Sociology-Religion,7
Sociology-Science & Technology - Other Topics,4
Sociology-Social Issues,4
Sociology-Social Sciences - Other Topics,17
Sociology-Social Work,4
Sociology-Sociology,586
Sociology-Sport Sciences,1
Sociology-Substance Abuse,5
Sociology-Urban Studies,1
Sociology-Women's Studies,2
Spectroscopy-Astronomy & Astrophysics,2
Spectroscopy-Biochemistry & Molecular Biology,10
Spectroscopy-Biophysics,1
Spectroscopy-Chemistry,75
Spectroscopy-Crystallography,1
Spectroscopy-Endocrinology & Metabolism,1
Spectroscopy-Energy & Fuels,4
Spectroscopy-Engineering,10
Spectroscopy-Environmental Sciences & Ecology,4
Spectroscopy-Instruments & Instrumentation,10
Spectroscopy-Materials Science,24
Spectroscopy-Meteorology & Atmospheric Sciences,1
Spectroscopy-Mineralogy,1
Spectroscopy-Neurosciences & Neurology,1
Spectroscopy-Optics,38
Spectroscopy-Orthopedics,1
Spectroscopy-Pharmacology & Pharmacy,4
Spectroscopy-Physics,35
Spectroscopy-Physiology,1
Spectroscopy-Science & Technology - Other Topics,11
Spectroscopy-Spectroscopy,344
Spectroscopy-Thermodynamics,2
Sport Sciences-Acoustics,1
Sport Sciences-Agriculture,4
Sport Sciences-Allergy,9
Sport Sciences-Anesthesiology,10
Sport Sciences-Anthropology,1
Sport Sciences-Arts & Humanities - Other Topics,1
Sport Sciences-Astronomy & Astrophysics,5
Sport Sciences-Audiology & Speech-Language Pathology,1
Sport Sciences-Behavioral Sciences,6
Sport Sciences-Biochemistry & Molecular Biology,51
Sport Sciences-Biophysics,11
Sport Sciences-Biotechnology & Applied Microbiology,4
Sport Sciences-Business & Economics,5
Sport Sciences-Cardiovascular System & Cardiology,49
Sport Sciences-Cell Biology,25
Sport Sciences-Chemistry,6
Sport Sciences-Computer Science,6
Sport Sciences-Construction & Building Technology,2
"Sport Sciences-Dentistry, Oral Surgery & Medicine",2
Sport Sciences-Dermatology,1
Sport Sciences-Education & Educational Research,21
Sport Sciences-Endocrinology & Metabolism,115
Sport Sciences-Engineering,33
Sport Sciences-Environmental Sciences & Ecology,13
Sport Sciences-Family Studies,1
Sport Sciences-Fisheries,1
Sport Sciences-Food Science & Technology,2
Sport Sciences-Forestry,2
Sport Sciences-Gastroenterology & Hepatology,6
Sport Sciences-General & Internal Medicine,52
Sport Sciences-Genetics & Heredity,37
Sport Sciences-Geochemistry & Geophysics,1
Sport Sciences-Geography,1
Sport Sciences-Geriatrics & Gerontology,44
Sport Sciences-Health Care Sciences & Services,23
Sport Sciences-Hematology,5
Sport Sciences-Immunology,3
Sport Sciences-Infectious Diseases,3
Sport Sciences-Information Science & Library Science,4
Sport Sciences-Instruments & Instrumentation,2
Sport Sciences-Legal Medicine,1
Sport Sciences-Life Sciences & Biomedicine - Other Topics,8
Sport Sciences-Materials Science,2
Sport Sciences-Mathematical & Computational Biology,1
Sport Sciences-Mathematics,1
Sport Sciences-Mechanics,2
Sport Sciences-Meteorology & Atmospheric Sciences,5
Sport Sciences-Mycology,1
Sport Sciences-Neurosciences & Neurology,104
Sport Sciences-Nuclear Science & Technology,1
Sport Sciences-Nursing,1
Sport Sciences-Nutrition & Dietetics,71
Sport Sciences-Obstetrics & Gynecology,7
Sport Sciences-Oncology,12
Sport Sciences-Optics,1
Sport Sciences-Orthopedics,59
Sport Sciences-Otorhinolaryngology,2
Sport Sciences-Parasitology,1
Sport Sciences-Pathology,1
Sport Sciences-Pediatrics,18
Sport Sciences-Pharmacology & Pharmacy,5
Sport Sciences-Physics,5
Sport Sciences-Physiology,138
Sport Sciences-Psychiatry,5
Sport Sciences-Psychology,31
"Sport Sciences-Public, Environmental & Occupational Health",85
"Sport Sciences-Radiology, Nuclear Medicine & Medical Imaging",8
Sport Sciences-Rehabilitation,25
Sport Sciences-Remote Sensing,1
Sport Sciences-Reproductive Biology,1
Sport Sciences-Research & Experimental Medicine,3
Sport Sciences-Respiratory System,2
Sport Sciences-Rheumatology,10
Sport Sciences-Science & Technology - Other Topics,68
Sport Sciences-Social Sciences - Other Topics,28
Sport Sciences-Sociology,1
Sport Sciences-Sport Sciences,13013
Sport Sciences-Surgery,12
Sport Sciences-Transportation,1
Sport Sciences-Veterinary Sciences,1
Sport Sciences-Virology,1
Sport Sciences-Water Resources,1
Substance Abuse-Allergy,3
Substance Abuse-Anesthesiology,4
Substance Abuse-Anthropology,2
Substance Abuse-Audiology & Speech-Language Pathology,4
Substance Abuse-Behavioral Sciences,20
Substance Abuse-Biochemistry & Molecular Biology,39
Substance Abuse-Biophysics,1
Substance Abuse-Business & Economics,8
Substance Abuse-Cardiovascular System & Cardiology,29
Substance Abuse-Cell Biology,3
Substance Abuse-Chemistry,6
Substance Abuse-Communication,3
Substance Abuse-Criminology & Penology,16
"Substance Abuse-Dentistry, Oral Surgery & Medicine",19
Substance Abuse-Dermatology,2
Substance Abuse-Developmental Biology,1
Substance Abuse-Education & Educational Research,7
Substance Abuse-Emergency Medicine,2
Substance Abuse-Endocrinology & Metabolism,28
Substance Abuse-Engineering,7
Substance Abuse-Environmental Sciences & Ecology,8
Substance Abuse-Family Studies,1
Substance Abuse-Gastroenterology & Hepatology,18
Substance Abuse-General & Internal Medicine,48
Substance Abuse-Genetics & Heredity,69
Substance Abuse-Geography,1
Substance Abuse-Geriatrics & Gerontology,13
Substance Abuse-Government & Law,2
Substance Abuse-Health Care Sciences & Services,14
Substance Abuse-History,1
Substance Abuse-Immunology,1
Substance Abuse-Information Science & Library Science,2
Substance Abuse-Legal Medicine,9
Substance Abuse-Life Sciences & Biomedicine - Other Topics,5
Substance Abuse-Materials Science,1
Substance Abuse-Mathematics,2
Substance Abuse-Medical Laboratory Technology,4
Substance Abuse-Metallurgy & Metallurgical Engineering,1
Substance Abuse-Meteorology & Atmospheric Sciences,1
Substance Abuse-Microbiology,1
Substance Abuse-Neurosciences & Neurology,78
Substance Abuse-Nursing,7
Substance Abuse-Nutrition & Dietetics,10
Substance Abuse-Obstetrics & Gynecology,9
Substance Abuse-Oncology,10
Substance Abuse-Ophthalmology,3
Substance Abuse-Optics,1
Substance Abuse-Orthopedics,3
Substance Abuse-Otorhinolaryngology,1
Substance Abuse-Parasitology,1
Substance Abuse-Pathology,1
Substance Abuse-Pediatrics,4
Substance Abuse-Pharmacology & Pharmacy,17
Substance Abuse-Philosophy,2
Substance Abuse-Physiology,1
Substance Abuse-Psychiatry,96
Substance Abuse-Psychology,106
"Substance Abuse-Public, Environmental & Occupational Health",178
"Substance Abuse-Radiology, Nuclear Medicine & Medical Imaging",2
Substance Abuse-Rehabilitation,3
Substance Abuse-Reproductive Biology,1
Substance Abuse-Research & Experimental Medicine,6
Substance Abuse-Respiratory System,11
Substance Abuse-Rheumatology,2
Substance Abuse-Science & Technology - Other Topics,75
Substance Abuse-Social Issues,1
Substance Abuse-Social Sciences - Other Topics,17
Substance Abuse-Social Work,2
Substance Abuse-Sociology,4
Substance Abuse-Sport Sciences,3
Substance Abuse-Substance Abuse,9030
Substance Abuse-Surgery,3
Substance Abuse-Toxicology,1
Substance Abuse-Transplantation,1
Substance Abuse-Transportation,1
Substance Abuse-Urology & Nephrology,10
Surgery-Acoustics,2
Surgery-Agriculture,4
Surgery-Allergy,8
Surgery-Anatomy & Morphology,1
Surgery-Anesthesiology,59
Surgery-Astronomy & Astrophysics,24
Surgery-Audiology & Speech-Language Pathology,5
Surgery-Automation & Control Systems,1
Surgery-Behavioral Sciences,4
Surgery-Biochemistry & Molecular Biology,32
Surgery-Biodiversity & Conservation,1
Surgery-Biophysics,16
Surgery-Biotechnology & Applied Microbiology,12
Surgery-Business & Economics,1
Surgery-Cardiovascular System & Cardiology,144
Surgery-Cell Biology,30
Surgery-Chemistry,11
Surgery-Computer Science,7
Surgery-Criminology & Penology,1
"Surgery-Dentistry, Oral Surgery & Medicine",40
Surgery-Dermatology,7
Surgery-Developmental Biology,1
Surgery-Education & Educational Research,2
Surgery-Electrochemistry,1
Surgery-Emergency Medicine,40
Surgery-Endocrinology & Metabolism,73
Surgery-Energy & Fuels,1
Surgery-Engineering,20
Surgery-Environmental Sciences & Ecology,10
Surgery-Evolutionary Biology,1
Surgery-Fisheries,1
Surgery-Food Science & Technology,4
Surgery-Gastroenterology & Hepatology,184
Surgery-General & Internal Medicine,131
Surgery-Genetics & Heredity,11
Surgery-Geology,4
Surgery-Geriatrics & Gerontology,23
Surgery-Health Care Sciences & Services,12
Surgery-Hematology,22
Surgery-Immunology,68
Surgery-Infectious Diseases,16
Surgery-Instruments & Instrumentation,3
Surgery-Life Sciences & Biomedicine - Other Topics,4
Surgery-Materials Science,14
Surgery-Mathematics,1
Surgery-Medical Laboratory Technology,13
Surgery-Meteorology & Atmospheric Sciences,7
Surgery-Microbiology,3
Surgery-Microscopy,4
Surgery-Neurosciences & Neurology,59
Surgery-Nuclear Science & Technology,3
Surgery-Nursing,5
Surgery-Nutrition & Dietetics,7
Surgery-Obstetrics & Gynecology,16
Surgery-Oceanography,1
Surgery-Oncology,139
Surgery-Ophthalmology,2
Surgery-Orthopedics,41
Surgery-Otorhinolaryngology,23
Surgery-Pathology,27
Surgery-Pediatrics,37
Surgery-Pharmacology & Pharmacy,11
Surgery-Physical Geography,1
Surgery-Physics,26
Surgery-Physiology,4
Surgery-Plant Sciences,1
Surgery-Psychiatry,9
Surgery-Psychology,8
"Surgery-Public, Environmental & Occupational Health",14
"Surgery-Radiology, Nuclear Medicine & Medical Imaging",24
Surgery-Rehabilitation,7
Surgery-Research & Experimental Medicine,16
Surgery-Respiratory System,3
Surgery-Rheumatology,11
Surgery-Science & Technology - Other Topics,35
Surgery-Sociology,1
Surgery-Spectroscopy,1
Surgery-Sport Sciences,11
Surgery-Substance Abuse,3
Surgery-Surgery,14268
Surgery-Transplantation,22
Surgery-Urology & Nephrology,14
Surgery-Virology,5
Telecommunications-Acoustics,1
Telecommunications-Automation & Control Systems,3
Telecommunications-Behavioral Sciences,1
Telecommunications-Biochemistry & Molecular Biology,4
Telecommunications-Biodiversity & Conservation,1
Telecommunications-Business & Economics,1
Telecommunications-Cell Biology,1
Telecommunications-Chemistry,3
Telecommunications-Communication,1
Telecommunications-Computer Science,129
Telecommunications-Energy & Fuels,3
Telecommunications-Engineering,217
Telecommunications-Environmental Sciences & Ecology,1
Telecommunications-Genetics & Heredity,4
Telecommunications-Infectious Diseases,1
Telecommunications-Information Science & Library Science,2
Telecommunications-Life Sciences & Biomedicine - Other Topics,1
Telecommunications-Mathematics,1
Telecommunications-Oncology,2
Telecommunications-Operations Research & Management Science,1
Telecommunications-Physics,2
Telecommunications-Plant Sciences,1
Telecommunications-Polymer Science,1
Telecommunications-Psychology,1
Telecommunications-Remote Sensing,5
Telecommunications-Science & Technology - Other Topics,4
Telecommunications-Telecommunications,382
Theater-Theater,134
Thermodynamics-Agriculture,12
Thermodynamics-Anesthesiology,2
Thermodynamics-Area Studies,2
Thermodynamics-Astronomy & Astrophysics,12
Thermodynamics-Automation & Control Systems,10
Thermodynamics-Biochemistry & Molecular Biology,10
Thermodynamics-Biophysics,1
Thermodynamics-Biotechnology & Applied Microbiology,1
Thermodynamics-Business & Economics,28
Thermodynamics-Cardiovascular System & Cardiology,1
Thermodynamics-Cell Biology,1
Thermodynamics-Chemistry,125
Thermodynamics-Computer Science,27
Thermodynamics-Construction & Building Technology,54
Thermodynamics-Crystallography,1
Thermodynamics-Education & Educational Research,2
Thermodynamics-Electrochemistry,17
Thermodynamics-Emergency Medicine,1
Thermodynamics-Energy & Fuels,135
Thermodynamics-Engineering,263
Thermodynamics-Entomology,1
Thermodynamics-Environmental Sciences & Ecology,26
Thermodynamics-Forestry,8
Thermodynamics-Gastroenterology & Hepatology,1
Thermodynamics-Genetics & Heredity,2
Thermodynamics-Geochemistry & Geophysics,4
Thermodynamics-Geology,1
Thermodynamics-Infectious Diseases,1
Thermodynamics-Instruments & Instrumentation,22
Thermodynamics-Materials Science,63
Thermodynamics-Mathematical & Computational Biology,1
Thermodynamics-Mathematics,10
